pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,pl_ratdor,pl_disc,pl_telescope,pl_pelink,pl_edelink,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age
DMPP-1,DMPP-1 d,Radial Velocity,4,2.88200000,62.65,6196.00,1.21,1.26,1632,,,,2019,3.6 m ESO Telescope,http://exoplanet.eu/catalog/hd_38677_d/,,F8 V,4.41,,,,,2.010
DMPP-1,DMPP-1 c,Radial Velocity,4,6.58400000,62.65,6196.00,1.21,1.26,1239,,,,2019,3.6 m ESO Telescope,http://exoplanet.eu/catalog/hd_38677_c/,,F8 V,4.41,,,,,2.010
DMPP-2,DMPP-2 b,Radial Velocity,1,5.20720000,138.49,6500.00,1.44,1.78,1000,,,,2019,Multiple Telescopes,http://exoplanet.eu/catalog/hd_11231_b/,,F5 V,4.10,0.104,,,,2.000
DMPP-3 A,DMPP-3 A b,Radial Velocity,1,6.67320000,46.95,5138.00,0.87,0.91,854,,,,2019,3.6 m ESO Telescope,http://exoplanet.eu/catalog/hd_42936_b/,,K0 V,4.30,,,0.180,[Fe/H],10.900
DP Leo,DP Leo b,Eclipse Timing Variations,1,10220.00000000,305.06,13500.00,,0.01,,,,,2009,2.4 m Lijiang Station Telescope,http://exoplanet.eu/catalog/dp_leo_(ab)_b/,,,,,,,,
DS Tuc A,DS Tuc A b,Transit,1,8.13826800,44.12,5428.00,1.01,0.96,850,,5.700,20.350000,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/ds_tuc_a_b/,,G6 V,,-0.140,2.4000,0.000,,0.045
EPIC 201238110,EPIC 201238110 b,Transit,1,28.16560000,159.98,,0.41,,,,1.870,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 201497682,EPIC 201497682 b,Transit,1,2.13174000,254.88,,0.78,,,,0.692,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 201841433,EPIC 201841433 b,Transit,1,4.16959000,441.94,,0.80,,,,1.100,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 206024342,EPIC 206024342 b,Transit,1,4.50756000,373.81,,0.93,,,,1.700,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 206032309,EPIC 206032309 b,Transit,1,2.87814000,162.09,,0.22,,,,1.010,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 206042996,EPIC 206042996 b,Transit,1,5.29711000,457.27,,0.56,,,,1.620,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 206215704,EPIC 206215704 b,Transit,1,2.25372000,110.22,,0.41,,,,0.900,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 206317286,EPIC 206317286 b,Transit,1,1.58252000,317.20,,0.71,,,,0.960,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 211822797,EPIC 211822797 b,Transit,1,21.16986100,187.19,4148.21,0.66,0.57,,,1.980,48.670000,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_211822797_b/,,M0,,,,,,
EPIC 211945201,EPIC 211945201 b,Transit,1,19.49221000,182.64,6069.00,1.17,1.39,817,,5.760,35.630000,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic__211945201_b/,,G0,4.22,,2.2530,0.100,[Fe/H],
EPIC 212297394,EPIC 212297394 b,Transit,1,2.28943000,423.35,,0.83,,,,1.323,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 212424622,EPIC 212424622 b,Transit,1,18.09830000,622.67,,1.11,,,,2.170,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 212499991,EPIC 212499991 b,Transit,1,34.88500000,285.61,,0.91,,,,1.600,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 212587672,EPIC 212587672 b,Transit,1,15.28410000,322.88,,0.95,,,,1.120,,2019,0.95 m Kepler Telescope,,,,,,,,,
EPIC 212737443,EPIC 212737443 b,Transit,2,13.60300000,339.46,4684.00,0.69,0.67,536,,2.586,31.994000,2019,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_212737443_b/,,K3,4.62,,3.1900,-0.137,[Fe/H],
EPIC 212737443,EPIC 212737443 c,Transit,2,65.55000000,339.46,4684.00,0.69,0.67,316,,2.690,91.172000,2019,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_212737443_c/,,K3,4.62,,3.1900,-0.137,[Fe/H],
EPIC 220674823,EPIC 220674823 c,Transit,2,13.33907900,246.29,5617.00,0.97,0.98,741,,2.730,27.660000,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-106_c/,,G5 V,4.45,,,0.130,[Fe/H],
EPIC 220674823,EPIC 220674823 b,Transit,2,0.57133100,246.29,5617.00,0.97,0.98,2119,,1.820,2.720000,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-106_b/,,G5 V,4.45,,,0.130,[Fe/H],
EPIC 246851721,EPIC 246851721 b,Transit,1,6.18023500,375.39,6202.00,1.32,1.59,1401,953.49000,11.781,9.800000,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_246851721_b/,,F5 V,4.16,0.526,0.4650,0.141,[Fe/H],3.020
EPIC 248847494,EPIC 248847494 b,Transit,1,3650.00000000,560.71,4898.00,0.90,2.70,183,4131.79000,12.442,,2018,0.95 m Kepler Telescope,,,,3.52,,0.0640,-0.230,[Fe/H],
EPIC 249893012,EPIC 249893012 b,Transit,3,3.59510000,324.22,5430.00,1.05,1.71,1616,8.75000,1.950,5.930000,2020,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_249893012_b/,,G8 IV/V,3.99,,0.2980,0.200,[Fe/H],9.000
EPIC 249893012,EPIC 249893012 c,Transit,3,15.62400000,324.22,5430.00,1.05,1.71,990,14.67000,3.670,15.790000,2020,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_249893012_c/,,G8 IV/V,3.99,,0.2980,0.200,[Fe/H],9.000
EPIC 249893012,EPIC 249893012 d,Transit,3,35.74700000,324.22,5430.00,1.05,1.71,752,10.18000,3.940,27.420000,2020,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_249893012_d/,,G8 IV/V,3.99,,0.2980,0.200,[Fe/H],9.000
FU Tau,FU Tau b,Imaging,1,,133.50,2838.00,0.05,,2375,5085.28000,,,2008,0.85 m Spitzer Space Telescope,http://exoplanet.eu/catalog/fu_tau_b/,,M7.25,,-0.699,,,,0.001
Fomalhaut,Fomalhaut b,Imaging,1,555530.00000000,,,1.92,,,,,,2008,2.4 m Hubble Space Telescope,http://exoplanet.eu/catalog/fomalhaut_b/,http://exoplanets.org/detail/Fomalhaut_b,A3 V,,,,,,
G 9-40,G 9-40 b,Transit,1,5.74600700,27.95,3348.00,0.29,0.31,456,,2.025,27.000000,2019,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/g_9-40_b/,,M2.5 V,4.93,-1.971,14.1100,0.040,[Fe/H],9.900
GJ 1061,GJ 1061 b,Radial Velocity,3,3.20400000,3.67,2953.00,0.12,0.16,,,,,2020,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_1061_b/,,M5.5 V,,-2.770,,-0.080,[Fe/H],7.000
GJ 1061,GJ 1061 c,Radial Velocity,3,6.68900000,3.67,2953.00,0.12,0.16,,,,,2020,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_1061_c/,,M5.5 V,,-2.770,,-0.080,[Fe/H],7.000
GJ 1061,GJ 1061 d,Radial Velocity,3,13.03100000,3.67,2953.00,0.12,0.16,,,,,2020,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_1061_d/,,M5.5 V,,-2.770,,-0.080,[Fe/H],7.000
GJ 1132,GJ 1132 c,Radial Velocity,2,8.92900000,12.62,3270.00,0.18,0.21,300,,,,2018,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_1132_c/,,M4.5 V,,-2.359,,,,
GJ 1132,GJ 1132 b,Transit,2,1.62893100,12.62,3270.00,0.18,0.21,529,1.66000,,,2015,MEarth-South telescope array,http://exoplanet.eu/catalog/gj_1132_b/,,M4.5 V,,-2.359,,,,
GJ 1148,GJ 1148 c,Radial Velocity,2,532.58000000,11.02,3264.00,0.35,0.40,,,,,2017,3.5 m telescope,,,M4,,-1.699,,,,
GJ 1148,GJ 1148 b,Radial Velocity,2,41.38000000,11.02,3264.00,0.35,0.40,,,,,2010,10 m Keck I Telescope,http://exoplanet.eu/catalog/hip_57050_b/,http://exoplanets.org/detail/HIP_57050_b,M4,,-1.699,,,,
GJ 1214,GJ 1214 b,Transit,1,1.58040456,14.65,3026.00,0.15,0.22,,6.26125,2.847,14.000000,2009,0.4 m MEarth Telescope,http://exoplanet.eu/catalog/gj_1214_b/,http://exoplanets.org/detail/GJ_1214_b,M4.5,4.94,,,0.390,[Fe/H],
GJ 1252,GJ 1252 b,Transit,1,0.51823490,20.38,3458.00,0.38,0.39,1089,2.09000,1.193,,2020,0.1 m TESS Telescope,http://exoplanet.eu/catalog/gj_1252_b/,,M3,,-1.708,,0.100,[Fe/H],
GJ 1265,GJ 1265 b,Radial Velocity,1,3.65110000,10.26,3236.00,0.18,0.19,,,,,2018,3.5 m telescope,http://exoplanet.eu/catalog/gj_1265_b/,,M4.5 V,5.09,-2.439,,-0.040,[Fe/H],
GJ 143,HD 21749 c,Transit,2,7.78993000,16.33,4640.00,0.73,0.69,701,3.70000,0.892,21.800000,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/hd_21749_c/,,K4.5,4.61,-0.686,3.0300,0.003,[Fe/H],3.800
GJ 143,GJ 143 b,Transit,2,35.61253000,16.33,4640.00,0.73,0.69,422,22.70000,2.610,60.100000,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/gj_143_b/,,K4.5,4.61,-0.686,3.0300,0.003,[Fe/H],3.800
GJ 15 A,GJ 15 A c,Radial Velocity,2,7600.00000000,3.56,3607.00,0.38,0.38,,,,,2018,3.58 m Telescopio Nazionale Galileo,,,M1,4.87,-1.655,,-0.340,[Fe/H],
GJ 15 A,GJ 15 A b,Radial Velocity,2,11.44070000,3.56,3607.00,0.38,0.38,,,,,2014,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_15a_b/,,M1,4.87,-1.655,,-0.340,[Fe/H],
GJ 160.2,GJ 160.2 b,Radial Velocity,1,5.23540000,25.88,4347.00,0.69,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_160.2_b/,,M0 V,,-0.796,,,,
GJ 163,GJ 163 c,Radial Velocity,3,25.63058000,15.14,3500.00,0.40,,,,,,2013,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_163_c/,http://exoplanets.org/detail/GJ_163_c,M3.5 V,,-1.708,,0.100,[Fe/H],6.000
GJ 163,GJ 163 b,Radial Velocity,3,8.63182000,15.14,3500.00,0.40,,,,,,2013,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_163_b/,http://exoplanets.org/detail/GJ_163_b,M3.5 V,,-1.708,,0.100,[Fe/H],6.000
GJ 163,GJ 163 d,Radial Velocity,3,603.95116000,15.14,3500.00,0.40,,,,,,2013,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_163_d/,http://exoplanets.org/detail/GJ_163_d,M3.5 V,,-1.708,,0.100,[Fe/H],6.000
GJ 179,GJ 179 b,Radial Velocity,1,2288.00000000,12.36,3370.00,0.36,0.38,,,,,2009,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_179_b/,http://exoplanets.org/detail/GJ_179_b,M3.5 V,4.83,-1.796,,0.300,[Fe/H],
GJ 180,GJ 180 b,Radial Velocity,3,17.13300000,11.94,,0.43,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_180_b/,,M2 V,,,,,,
GJ 180,GJ 180 c,Radial Velocity,3,24.32900000,11.94,,0.43,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_180_c/,,M2 V,,,,,,
GJ 180,GJ 180 d,Radial Velocity,3,106.30000000,11.94,,0.43,,,,,,2020,Multiple Telescopes,http://exoplanet.eu/catalog/gj_180_d/,,M2 V,,,,,,
GJ 229,GJ 229 A c,Radial Velocity,2,121.99500000,5.76,,0.58,,,,,,2020,Multiple Telescopes,http://exoplanet.eu/catalog/gj_229_a_c/,,M1/M2 V,,,,,,
GJ 229,GJ 229 b,Radial Velocity,2,526.11500000,5.76,,0.58,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_229_a_b/,,M1/M2 V,,,,,,
GJ 27.1,GJ 27.1 b,Radial Velocity,1,15.81900000,23.62,3542.00,0.53,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_27.1_b/,,M0.5 V,,-1.585,,,,
GJ 273,GJ 273 c,Radial Velocity,2,4.72340000,,3382.00,0.29,0.29,,,,,2017,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_273_c/,,M3.5,,-2.056,,0.090,[Fe/H],
GJ 273,GJ 273 b,Radial Velocity,2,18.64980000,,3382.00,0.29,0.29,,,,,2017,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_273_b/,,M3.5,,-2.056,,0.090,[Fe/H],
GJ 3021,GJ 3021 b,Radial Velocity,1,133.71000000,17.56,5540.00,0.90,0.90,350,,,,2000,1.2 m Leonhard Euler Telescope,http://exoplanet.eu/catalog/gj_3021_b/,http://exoplanets.org/detail/HD_1237_b,G6 V,4.70,-0.180,,0.100,[Fe/H],
GJ 3082,GJ 3082 b,Radial Velocity,1,11.94900000,16.63,,0.47,,,,,,2020,Multiple Telescopes,http://exoplanet.eu/catalog/gj_3082_b/,,M0.0,,,,,,
GJ 3138,GJ 3138 d,Radial Velocity,3,257.80000000,28.49,3717.00,0.68,0.50,,,,,2017,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3138_d/,,M0,,-1.347,,-0.300,[Fe/H],
GJ 3138,GJ 3138 b,Radial Velocity,3,1.22003000,28.49,3717.00,0.68,0.50,,,,,2017,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3138_b/,,M0,,-1.347,,-0.300,[Fe/H],
GJ 3138,GJ 3138 c,Radial Velocity,3,5.97400000,28.49,3717.00,0.68,0.50,,,,,2017,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3138_c/,,M0,,-1.347,,-0.300,[Fe/H],
GJ 317,GJ 317 b,Radial Velocity,2,692.00000000,15.20,3510.00,0.42,,,794.50000,,,2007,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_317_b/,http://exoplanets.org/detail/GJ_317_b,M2.5 V,,,,0.360,[Fe/H],5.000
GJ 317,GJ 317 c,Radial Velocity,2,5312.00000000,15.20,3510.00,0.42,,,,,,2018,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_317_c/,,M2.5 V,,,,0.360,[Fe/H],5.000
GJ 328,GJ 328 b,Radial Velocity,1,4100.00000000,20.54,3900.00,0.69,,,,,,2013,9.2 m Hobby-Eberly Telescope,http://exoplanet.eu/catalog/gj_328_b/,http://exoplanets.org/detail/GJ_328_b,M1,,,,0.000,[M/H],
GJ 3293,GJ 3293 e,Radial Velocity,4,13.25430000,20.20,3466.00,0.42,0.40,,,,,2017,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3293_e/,,M2.5,,-1.658,,0.020,[Fe/H],
GJ 3293,GJ 3293 b,Radial Velocity,4,30.59870000,20.20,3466.00,0.42,0.40,,,,,2015,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3293_b/,http://exoplanets.org/detail/GJ_3293_b,M2.5,,-1.658,,0.020,[Fe/H],
GJ 3293,GJ 3293 c,Radial Velocity,4,122.61960000,20.20,3466.00,0.42,0.40,,,,,2015,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3293_d/,http://exoplanets.org/detail/GJ_3293_c,M2.5,,-1.658,,0.020,[Fe/H],
GJ 3293,GJ 3293 d,Radial Velocity,4,48.13450000,20.20,3466.00,0.42,0.40,,,,,2017,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3293_d/,,M2.5,,-1.658,,0.020,[Fe/H],
GJ 3323,GJ 3323 b,Radial Velocity,2,5.36360000,5.38,3159.00,0.16,0.12,,,,,2017,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3323_b/,,M4,,-2.569,,-0.270,[Fe/H],
GJ 3323,GJ 3323 c,Radial Velocity,2,40.54000000,5.38,3159.00,0.16,0.12,,,,,2017,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3323_c/,,M4,,-2.569,,-0.270,[Fe/H],
GJ 3341,GJ 3341 b,Radial Velocity,1,14.20700000,23.64,3526.00,0.47,0.44,,,,,2015,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3341_b/,http://exoplanets.org/detail/GJ_3341_b,M2.5,,-1.538,,-0.090,[Fe/H],
GJ 3470,GJ 3470 b,Radial Velocity,1,3.33664960,29.45,3600.00,0.54,0.55,594,13.90000,4.570,13.980000,2012,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3470_b/,http://exoplanets.org/detail/GJ_3470_b,M1.5,4.70,,3.3000,0.200,[Fe/H],
GJ 3512,GJ 3512 b,Radial Velocity,1,203.59000000,9.49,3081.00,0.12,0.14,,,,,2019,3.5 m telescope,http://exoplanet.eu/catalog/gj_3512_b/,,M5.5 V,,-2.804,,-0.070,[Fe/H],5.500
GJ 357,GJ 357 b,Transit,3,3.93072000,9.44,3505.00,0.34,0.34,525,1.84000,1.217,22.310000,2019,0.1 m TESS Telescope,http://exoplanet.eu/catalog/gj_357_b/,,M2.5 V,4.94,-1.798,13.6000,-0.120,[Fe/H],
GJ 357,GJ 357 d,Radial Velocity,3,55.66100000,9.44,3505.00,0.34,0.34,220,,,,2019,Multiple Telescopes,http://exoplanet.eu/catalog/gj_357_d/,,M2.5 V,4.94,-1.798,13.6000,-0.120,[Fe/H],
GJ 357,GJ 357 c,Radial Velocity,3,9.12470000,9.44,3505.00,0.34,0.34,401,,,,2019,Multiple Telescopes,http://exoplanet.eu/catalog/gj_357_c/,,M2.5 V,4.94,-1.798,13.6000,-0.120,[Fe/H],
GJ 3634,GJ 3634 b,Radial Velocity,1,2.64561000,20.39,,0.45,0.43,,8.40000,,,2010,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_3634_b/,http://exoplanets.org/detail/GJ_3634_b,M2.5,,-1.699,,,,5.000
GJ 3779,GJ 3779 b,Radial Velocity,1,3.02320000,13.75,3324.00,0.27,0.28,,,,,2018,3.5 m telescope,http://exoplanet.eu/catalog/gj_3779_b/,,M4.0 V,5.05,-2.062,,0.000,[Fe/H],
GJ 3942,GJ 3942 b,Radial Velocity,1,6.90500000,16.94,3867.00,0.63,0.61,590,,,,2017,3.58 m Telescopio Nazionale Galileo,http://exoplanet.eu/catalog/gj_3942_b/,,M0,4.65,-1.120,,-0.040,[Fe/H],
GJ 3998,GJ 3998 b,Radial Velocity,2,2.64977000,18.16,3722.00,0.50,0.49,,,,,2016,3.58 m Telescopio Nazionale Galileo,http://exoplanet.eu/catalog/gj_3998_b/,,M1,4.77,-1.387,,-0.160,[Fe/H],
GJ 3998,GJ 3998 c,Radial Velocity,2,13.74000000,18.16,3722.00,0.50,0.49,,,,,2016,3.58 m Telescopio Nazionale Galileo,http://exoplanet.eu/catalog/gj_3998_c/,,M1,4.77,-1.387,,-0.160,[Fe/H],
GJ 411,GJ 411 b,Radial Velocity,1,12.95320000,,3563.00,0.39,0.39,350,,,,2019,1.93 m Telescope,,,M1.9,,-1.658,,-0.380,[Fe/H],
GJ 422,GJ 422 b,Radial Velocity,1,20.12900000,12.67,,0.35,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_422_b/,,M3.5 V,,,,,,
GJ 4276,GJ 4276 b,Radial Velocity,1,13.35200000,21.35,3387.00,0.41,0.41,,,,,2019,3.5 m telescope,,,M4.0,4.97,-1.706,,0.120,[Fe/H],6.900
GJ 433,GJ 433 d,Radial Velocity,3,36.05900000,9.07,,0.48,,,,,,2020,Multiple Telescopes,http://exoplanet.eu/catalog/gj_433_d/,,M1.5 V,,,,,,
GJ 433,GJ 433 c,Radial Velocity,3,5094.10500000,9.07,,0.48,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_433_c/,,M1.5 V,,,,,,
GJ 433,GJ 433 b,Radial Velocity,3,7.37050000,9.07,,0.48,,,,,,2011,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_433_b/,http://exoplanets.org/detail/GJ_433_b,M1.5 V,,,,,,
GJ 436,GJ 436 b,Radial Velocity,1,2.64388312,9.76,,0.47,0.46,,22.10000,4.170,13.730000,2004,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_436_b/,http://exoplanets.org/detail/GJ_436_b,M2.5 V,4.79,,7.0000,,,
GJ 504,GJ 504 b,Imaging,1,,17.54,6234.00,1.22,,510,1271.30000,,,2013,8.2 m Subaru Telescope,http://exoplanet.eu/catalog/gj_504_b/,http://exoplanets.org/detail/GJ_504_b,G0 V,4.60,0.332,,0.280,[Fe/H],0.160
GJ 536,GJ 536 b,Radial Velocity,1,8.70760000,10.41,3685.00,0.52,0.50,,,,,2016,null 3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_536_b/,,M1 V,4.75,-1.377,,-0.080,[Fe/H],
GJ 581,GJ 581 b,Radial Velocity,3,5.36860000,6.30,,0.31,0.29,,,,,2005,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_581_b/,http://exoplanets.org/detail/GJ_581_b,M3 V,,-1.886,,-0.250,[Fe/H],2.000
GJ 581,GJ 581 e,Radial Velocity,3,3.14900000,6.30,,0.31,0.29,,,,,2009,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_581_e/,http://exoplanets.org/detail/GJ_581_e,M3 V,,-1.886,,-0.250,[Fe/H],2.000
GJ 581,GJ 581 c,Radial Velocity,3,12.91400000,6.30,,0.31,0.29,,,,,2007,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_581_c/,http://exoplanets.org/detail/GJ_581_c,M3 V,,-1.886,,-0.250,[Fe/H],2.000
GJ 625,GJ 625 b,Radial Velocity,1,14.62800000,6.47,3499.00,0.30,0.31,,,,,2017,Multiple Telescopes,http://exoplanet.eu/catalog/gj_625_b/,,M2,4.94,-1.894,,-0.380,[Fe/H],
GJ 649,GJ 649 b,Radial Velocity,1,598.30000000,10.38,3700.00,0.54,,,,,,2009,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_649_b/,http://exoplanets.org/detail/GJ_649_b,M0.5,,,,0.080,[Fe/H],
GJ 667 C,GJ 667 C e,Radial Velocity,5,62.24000000,7.25,3350.00,0.33,,,,,,2013,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_667_c_e/,,M1.5 V,4.69,-1.863,,-0.550,[Fe/H],2.000
GJ 667 C,GJ 667 C g,Radial Velocity,5,256.20000000,7.25,3350.00,0.33,,,,,,2013,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_667_c_g/,,M1.5 V,4.69,-1.863,,-0.550,[Fe/H],2.000
GJ 667 C,GJ 667 C f,Radial Velocity,5,39.02600000,7.25,3350.00,0.33,,,,,,2013,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_667_c_f/,,M1.5 V,4.69,-1.863,,-0.550,[Fe/H],2.000
GJ 667 C,GJ 667 C c,Radial Velocity,5,28.14000000,7.25,3350.00,0.33,,,,,,2011,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_667_c_c/,http://exoplanets.org/detail/GJ_667_C_c,M1.5 V,4.69,-1.863,,-0.550,[Fe/H],2.000
GJ 667 C,GJ 667 C b,Radial Velocity,5,7.20040000,7.25,3350.00,0.33,,,,,,2011,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_667_c_b/,http://exoplanets.org/detail/GJ_667_C_b,M1.5 V,4.69,-1.863,,-0.550,[Fe/H],2.000
GJ 674,GJ 674 b,Radial Velocity,1,4.69380000,4.55,3600.00,0.35,,,,,,2007,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_674_b/,http://exoplanets.org/detail/GJ_674_b,M2.5,,-1.796,,-0.280,[Fe/H],0.550
GJ 676 A,GJ 676 A d,Radial Velocity,4,3.60050000,16.03,3734.00,0.73,0.69,,,,,2012,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_676_a_d/,,M0 V,4.62,,,0.080,[Fe/H],
GJ 676 A,GJ 676 A e,Radial Velocity,4,35.39000000,16.03,3734.00,0.73,0.69,,,,,2012,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_676_a_e/,,M0 V,4.62,,,0.080,[Fe/H],
GJ 676 A,GJ 676 A b,Radial Velocity,4,1056.80005000,16.03,3734.00,0.73,0.69,,,,,2010,3.6 m ESO Telescope,http://exoplanet.eu/catalog/gj_676_a_b/,http://exoplanets.org/detail/GJ_676_A_b,M0 V,4.62,,,0.080,[Fe/H],
GJ 676 A,GJ 676 A c,Radial Velocity,4,7337.00000000,16.03,3734.00,0.73,0.69,,,,,2016,Very Large Telescope (Antu),http://exoplanet.eu/catalog/gj_676_a_c/,,M0 V,4.62,,,0.080,[Fe/H],
GJ 682,GJ 682 c,Radial Velocity,2,57.32000000,5.01,3028.00,0.27,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_682_c/,,M3.5 V,,-2.699,,,,
GJ 682,GJ 682 b,Radial Velocity,2,17.47800000,5.01,3028.00,0.27,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_682_b/,,M3.5 V,,-2.699,,,,
GJ 685,GJ 685 b,Radial Velocity,1,24.16000000,14.32,3816.00,0.55,0.54,,,,,2019,Canon 400mm f/2.8L,http://exoplanet.eu/catalog/gj_685_b/,,M0.5,4.72,-1.253,,-0.150,[Fe/H],
GJ 687,GJ 687 b,Radial Velocity,1,38.14000000,4.55,3340.00,0.45,0.43,,,,,2014,2.4 m Automated Planet Finder Telescope,http://exoplanet.eu/catalog/gj_687_b/,,M3 V,4.82,,,0.150,[Fe/H],
GJ 832,GJ 832 c,Radial Velocity,2,35.68000000,4.97,3472.00,0.45,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_832_c/,,M1.5,4.70,-1.585,,-0.300,[Fe/H],
GJ 832,GJ 832 b,Radial Velocity,2,3657.00000000,4.97,3472.00,0.45,,,,,,2008,3.9 m Anglo-Australian Telescope,http://exoplanet.eu/catalog/gj_832_b/,http://exoplanets.org/detail/GJ_832_b,M1.5,4.70,-1.585,,-0.300,[Fe/H],
GJ 849,GJ 849 b,Radial Velocity,1,1882.00000000,8.80,3241.00,0.65,0.53,,,,,2006,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_849_b/,http://exoplanets.org/detail/GJ_849_b,M3 V,4.80,,,0.240,[Fe/H],
GJ 86,GJ 86 b,Radial Velocity,1,15.76491000,10.79,5182.00,0.93,0.77,,,,,1999,1.2 m Leonhard Euler Telescope,http://exoplanet.eu/catalog/gj_86_b/,http://exoplanets.org/detail/GJ_86_b,K1 V,4.63,,,-0.220,[Fe/H],
GJ 876,GJ 876 d,Radial Velocity,4,1.93778000,4.68,,0.32,0.30,,6.83000,,,2005,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_876_d/,http://exoplanets.org/detail/GJ_876_d,M4,,-1.907,,,,1.000
GJ 876,GJ 876 c,Radial Velocity,4,30.08810000,4.68,,0.32,0.30,,226.98460,,,2000,Multiple Telescopes,http://exoplanet.eu/catalog/gj_876_c/,http://exoplanets.org/detail/GJ_876_c,M4,,-1.907,,,,1.000
