pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,pl_ratdor,pl_disc,pl_telescope,pl_pelink,pl_edelink,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age
Kepler-84,Kepler-84 b,Transit,5,8.726,1443.27,6031,,1.17,,,2.23,,2012,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-84_b/,http://exoplanets.org/detail/Kepler-84_b,,4.32,,,,,
Kepler-84,Kepler-84 c,Transit,5,12.883,1443.27,6031,,1.17,,,2.36,,2012,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-84_c/,,,4.32,,,,,
Kepler-84,Kepler-84 d,Transit,5,4.224537,1443.27,6031,,1.17,,,1.38,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-84_d/,http://exoplanets.org/detail/Kepler-84_d,,4.32,,,,,
Kepler-84,Kepler-84 e,Transit,5,27.434389,1443.27,6031,,1.17,,,2.6,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-84_e/,http://exoplanets.org/detail/Kepler-84_e,,4.32,,,,,
Kepler-84,Kepler-84 f,Transit,5,44.552169,1443.27,6031,,1.17,,,2.2,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-84_f/,http://exoplanets.org/detail/Kepler-84_f,,4.32,,,,,
Kepler-840,Kepler-840 b,Transit,1,2.49577962,1154.85,5920,1.04,1.06,,,17.07,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-840_b/,,,4.41,,,0,[Fe/H],3.89
Kepler-841,Kepler-841 b,Transit,1,124.4198398,1027.69,5324,0.85,0.81,,,5.23,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-841_b/,,,4.56,,,-0.09,[Fe/H],4.47
Kepler-842,Kepler-842 b,Transit,1,1.21956827,540.9,4848,0.78,0.73,,,1.6,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-842_b/,,,4.6,,,-0.02,[Fe/H],4.37
Kepler-843,Kepler-843 b,Transit,1,2.05387982,1204.5,5830,1.02,1.03,,,2.59,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-843_b/,,,4.42,,,0.05,[Fe/H],4.17
Kepler-844,Kepler-844 b,Transit,1,2.61302086,436.97,4128,0.59,0.57,,,1.68,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-844_b/,,,4.7,,,-0.24,[Fe/H],3.8
Kepler-845,Kepler-845 b,Transit,1,0.92785982,436.47,4913,0.79,0.75,,,2.04,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-845_b/,,,4.59,,,0.01,[Fe/H],4.79
Kepler-846,Kepler-846 b,Transit,1,19.80792185,1164.37,5579,0.94,0.91,,,2.48,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-846_b/,,,4.5,,,0,[Fe/H],4.37
Kepler-847,Kepler-847 b,Transit,1,2.3432319,520.78,4940,0.83,0.77,,,1.18,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-847_b/,,,4.58,,,0.15,[Fe/H],3.89
Kepler-848,Kepler-848 b,Transit,1,6.91134416,1435.51,5695,1.01,1.2,,,1.7,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-848_b/,,,4.28,,,0.15,[Fe/H],8.32
Kepler-849,Kepler-849 b,Transit,1,394.6244904,841.88,6059,1.23,1.64,,,7.14,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-849_b/,,,4.1,,,0.12,[Fe/H],3.98
Kepler-85,Kepler-85 b,Transit,4,8.306,782.09,5436,,0.89,,,1.97,,2012,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-85_b/,http://exoplanets.org/detail/Kepler-85_b,,4.49,,,,,
Kepler-85,Kepler-85 c,Transit,4,12.513,782.09,5436,,0.89,,,2.18,,2012,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-85_c/,http://exoplanets.org/detail/Kepler-85_c,,4.49,,,,,
Kepler-85,Kepler-85 d,Transit,4,17.91323,782.09,5436,,0.89,,,1.2,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-85_d/,http://exoplanets.org/detail/Kepler-85_d,,4.49,,,,,
Kepler-85,Kepler-85 e,Transit,4,25.216751,782.09,5436,,0.89,,,1.27,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-85_e/,http://exoplanets.org/detail/Kepler-85_e,,4.49,,,,,
Kepler-850,Kepler-850 b,Transit,1,7.19303878,1744.2,5932,1.06,1.09,,,1.78,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-850_b/,,,4.39,,,0.03,[Fe/H],3.89
Kepler-851,Kepler-851 b,Transit,1,8.50699658,859.76,5455,0.89,0.85,,,1.68,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-851_b/,,,4.53,,,-0.07,[Fe/H],4.47
Kepler-852,Kepler-852 b,Transit,1,44.9309804,1697.53,6100,1.19,1.16,,,2.54,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-852_b/,,,4.38,,,0.22,[Fe/H],1.48
Kepler-853,Kepler-853 b,Transit,1,7.16892463,578.1,6350,1.3,1.55,,,1.69,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-853_b/,,,4.17,,,0.07,[Fe/H],2.69
Kepler-854,Kepler-854 b,Transit,1,2.14463285,1455.3,6179,1.17,1.27,,,16.72,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-854_b/,,,4.29,,,0.04,[Fe/H],3.02
Kepler-855,Kepler-855 b,Transit,1,7.8866311,1573.15,5835,1.03,1.03,,,8.35,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-855_b/,,,4.42,,,0.06,[Fe/H],4.17
Kepler-856,Kepler-856 b,Transit,1,8.02768059,1405.25,5535,0.96,0.93,,,9.3,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-856_b/,,,4.49,,,0.12,[Fe/H],4.27
Kepler-857,Kepler-857 b,Transit,1,85.35129427,1011.61,5773,0.99,0.99,,,6.8,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-857_b/,,,4.45,,,0.02,[Fe/H],4.27
Kepler-858,Kepler-858 b,Transit,1,76.13602028,301.12,5653,0.96,0.91,,,4.87,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-858_b/,,,4.5,,,-0.04,[Fe/H],3.39
Kepler-859,Kepler-859 b,Transit,1,20.38177573,859.93,5020,0.81,0.77,,,3.09,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-859_b/,,,4.59,,,-0.02,[Fe/H],4.57
Kepler-860,Kepler-860 b,Transit,1,5.10137945,1088.9,5836,1.04,1.06,,,3.24,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-860_b/,,,4.4,,,0.09,[Fe/H],4.27
Kepler-861,Kepler-861 b,Transit,1,3.94963138,871.1,5047,0.82,0.78,,,2.28,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-861_b/,,,4.58,,,0.01,[Fe/H],4.47
Kepler-862,Kepler-862 b,Transit,1,3.14866453,1067.88,5333,0.88,0.84,,,2.21,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-862_b/,,,4.54,,,0.04,[Fe/H],4.79
Kepler-863,Kepler-863 b,Transit,1,15.59461874,1562.95,5678,0.96,0.95,,,2.9,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-863_b/,,,4.46,,,-0.03,[Fe/H],3.8
Kepler-864,Kepler-864 b,Transit,1,5.83376092,2153.64,5754,1,1,,,2.4,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-864_b/,,,4.44,,,0.04,[Fe/H],4.68
Kepler-865,Kepler-865 b,Transit,1,14.16399294,596.1,5570,0.93,0.92,,,2.49,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-865_b/,,,4.49,,,-0.01,[Fe/H],4.27
Kepler-866,Kepler-866 b,Transit,1,2.61703254,658.51,4751,0.75,0.71,,,1.63,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-866_b/,,,4.62,,,-0.07,[Fe/H],4.27
Kepler-867,Kepler-867 b,Transit,1,150.242127,1233.23,5541,0.92,0.91,,,4.64,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-867_b/,,,4.49,,,-0.02,[Fe/H],5.89
Kepler-868,Kepler-868 b,Transit,1,5.03251791,1669.86,5614,0.93,0.89,,,2.05,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-868_b/,,,4.51,,,-0.08,[Fe/H],3.89
Kepler-869,Kepler-869 b,Transit,1,40.4287755,965.44,5664,0.97,0.95,,,3.61,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-869_b/,,,4.47,,,0.02,[Fe/H],4.79
Kepler-87,Kepler-87 b,Transit,2,114.73635,1277.88,5600,1.1,1.82,478,324.2,13.49,57.4,2013,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-87_b/,http://exoplanets.org/detail/Kepler-87_b,,3.96,,,-0.17,[Fe/H],7.5
Kepler-87,Kepler-87 c,Transit,2,191.2318,1277.88,5600,1.1,1.82,403,6.4,6.14,80.7,2013,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-87_c/,http://exoplanets.org/detail/Kepler-87_c,,3.96,,,-0.17,[Fe/H],7.5
Kepler-870,Kepler-870 b,Transit,1,21.3587621,1306.07,5857,1.01,1.02,,,2.78,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-870_b/,,,4.43,,,-0.01,[Fe/H],3.8
Kepler-871,Kepler-871 b,Transit,1,22.0459018,2089.98,5993,1.11,1.14,,,3.74,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-871_b/,,,4.37,,,0.09,[Fe/H],3.47
Kepler-872,Kepler-872 b,Transit,1,2.57885507,901.81,5902,1.05,1.08,,,1.99,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-872_b/,,,4.4,,,0.04,[Fe/H],4.17
Kepler-873,Kepler-873 b,Transit,1,20.5533844,1223.38,6163,1.18,1.27,,,3.75,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-873_b/,,,4.29,,,0.07,[Fe/H],2.95
Kepler-874,Kepler-874 b,Transit,1,40.0686727,1116.42,6020,1.09,1.13,,,3.94,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-874_b/,,,4.37,,,0.03,[Fe/H],3.31
Kepler-875,Kepler-875 b,Transit,1,27.5073799,1286.01,5958,1.06,1.11,,,2.9,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-875_b/,,,4.38,,,0.03,[Fe/H],3.39
Kepler-876,Kepler-876 b,Transit,1,5.14438011,840.34,5060,0.81,0.77,,,1.43,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-876_b/,,,4.58,,,-0.03,[Fe/H],5.25
Kepler-877,Kepler-877 b,Transit,1,18.45847097,1283.76,5261,0.85,0.81,,,2.12,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-877_b/,,,4.56,,,-0.06,[Fe/H],4.57
Kepler-878,Kepler-878 b,Transit,1,25.9422033,808.5,5044,0.81,0.77,,,1.93,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-878_b/,,,4.58,,,-0.03,[Fe/H],4.57
Kepler-879,Kepler-879 b,Transit,1,33.3855938,821.62,5792,1.02,1.02,,,2.57,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-879_b/,,,4.42,,,0.05,[Fe/H],4.27
Kepler-880,Kepler-880 b,Transit,1,7.71468975,611.85,6761,1.46,1.74,,,2.66,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-880_b/,,,4.12,,,0.03,[Fe/H],1.66
Kepler-881,Kepler-881 b,Transit,1,4.44448017,1431.56,5961,1.06,1.09,,,1.78,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-881_b/,,,4.39,,,0,[Fe/H],3.8
Kepler-882,Kepler-882 b,Transit,1,3.98953967,512.04,5476,0.9,0.87,,,1.23,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-882_b/,,,4.52,,,-0.03,[Fe/H],4.57
Kepler-883,Kepler-883 b,Transit,1,12.98495573,638.99,6116,1.06,1.09,,,1.78,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-883_b/,,,4.4,,,-0.13,[Fe/H],3.02
Kepler-884,Kepler-884 b,Transit,1,5.69919514,323.7,5715,1,0.94,,,1.23,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-884_b/,,,4.49,,,0.05,[Fe/H],2.45
Kepler-885,Kepler-885 b,Transit,1,18.11472949,663.71,6187,1.21,1.35,,,2.5,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-885_b/,,,4.26,,,0.11,[Fe/H],3.16
Kepler-886,Kepler-886 b,Transit,1,6.24146367,726.19,6098,1.1,1.16,,,1.52,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-886_b/,,,4.35,,,-0.01,[Fe/H],3.39
Kepler-887,Kepler-887 b,Transit,2,20.42228798,909.77,6194,1.19,1.29,,,1.84,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-887_b/,,,4.29,,,0.08,[Fe/H],3.09
Kepler-887,Kepler-887 c,Transit,2,7.63846023,909.77,6194,1.19,1.29,,,1.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-887_c/,,,4.29,,,0.08,[Fe/H],3.09
Kepler-888,Kepler-888 b,Transit,1,70.6979061,425.98,5875,0.97,0.9,,,1.76,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-888_b/,,,4.52,,,-0.21,[Fe/H],1.48
Kepler-889,Kepler-889 b,Transit,1,3.744439,608.75,5961,1.14,1.25,,,1.09,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-889_b/,,,4.3,,,0.19,[Fe/H],3.98
Kepler-890,Kepler-890 b,Transit,1,52.75875577,1801.46,5954,1.09,1.13,,,8.89,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-890_b/,,,4.37,,,0.09,[Fe/H],3.63
Kepler-891,Kepler-891 b,Transit,1,53.44945593,2510.77,5887,1.06,1.07,,,6.41,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-891_b/,,,4.41,,,0.09,[Fe/H],3.55
Kepler-892,Kepler-892 b,Transit,1,13.7521072,580.03,4747,0.75,0.72,,,2.81,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-892_b/,,,4.61,,,-0.04,[Fe/H],5.01
Kepler-893,Kepler-893 b,Transit,1,6.33855761,1334.91,5820,1,0.99,,,3.03,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-893_b/,,,4.45,,,-0.03,[Fe/H],3.8
Kepler-894,Kepler-894 b,Transit,1,9.803224,1202.7,5603,0.87,0.85,,,2.78,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-894_b/,,,4.53,,,-0.25,[Fe/H],4.27
Kepler-895,Kepler-895 b,Transit,1,2.80624233,548.46,4315,0.65,0.61,,,1.54,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-895_b/,,,4.67,,,-0.16,[Fe/H],2.63
Kepler-896,Kepler-896 b,Transit,1,144.547396,2515.44,5262,0.84,0.81,,,2.53,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-896_b/,,,4.56,,,-0.1,[Fe/H],5.01
Kepler-897,Kepler-897 b,Transit,1,8.0472642,1589.05,5839,1.03,1.04,,,2.39,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-897_b/,,,4.41,,,0.04,[Fe/H],4.37
Kepler-898,Kepler-898 b,Transit,1,5.8706191,491.62,4223,0.65,0.62,,,1.49,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-898_b/,,,4.66,,,-0.06,[Fe/H],3.98
Kepler-899,Kepler-899 b,Transit,1,19.17891293,1291.28,5595,0.93,0.91,,,2.68,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-899_b/,,,4.49,,,-0.06,[Fe/H],4.07
Kepler-9,Kepler-9 b,Transit,3,19.23891,639.82,5774,1.02,0.96,,43.4,8.29,31.3,2010,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-9_b/,http://exoplanets.org/detail/Kepler-9_b,,4.49,-0.038,1.64,0.05,[Fe/H],2
Kepler-9,Kepler-9 c,Transit,3,38.9853,639.82,5774,1.02,0.96,,29.9,8.08,49.8,2010,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-9_c/,http://exoplanets.org/detail/Kepler-9_c,,4.49,-0.038,1.64,0.05,[Fe/H],2
Kepler-9,Kepler-9 d,Transit,3,1.592851,639.82,5774,1.02,0.96,2026,,1.64,5.54,2010,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-9_d/,http://exoplanets.org/detail/Kepler-9_d,,4.49,-0.038,1.64,0.05,[Fe/H],2
KOI-351,Kepler-90 i,Transit,8,14.44912,869.51,6080,1.2,1.2,709,,1.32,33.8,2017,0.95 m Kepler Telescope,,,,4.4,,,-0.12,[M/H],
Kepler-900,Kepler-900 b,Transit,1,6.9913086,494.43,4836,0.78,0.73,,,2.08,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-900_b/,,,4.6,,,-0.01,[Fe/H],4.57
Kepler-901,Kepler-901 b,Transit,1,3.51749439,255.73,4184,0.59,0.57,,,1.37,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-901_b/,,,4.7,,,-0.3,[Fe/H],3.8
Kepler-902,Kepler-902 b,Transit,1,40.1099547,1204.82,5647,0.95,0.93,,,2.54,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-902_b/,,,4.49,,,0,[Fe/H],4.37
Kepler-903,Kepler-903 b,Transit,2,10.3507721,1425.27,5682,0.98,0.97,,,2.01,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-903_b/,,,4.46,,,0.05,[Fe/H],4.79
Kepler-903,Kepler-903 c,Transit,2,62.9228557,1425.27,5682,0.98,0.97,,,2.53,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-903_c/,,,4.46,,,0.05,[Fe/H],4.79
Kepler-904,Kepler-904 b,Transit,1,3.02166863,1006.32,6160,1.16,1.25,,,1.77,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-904_b/,,,4.31,,,0.05,[Fe/H],3.02
Kepler-905,Kepler-905 b,Transit,1,5.08274652,537.48,5461,0.95,0.86,,,1.41,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-905_b/,,,4.55,,,0.09,[Fe/H],1.66
Kepler-906,Kepler-906 b,Transit,1,41.6979976,774.64,6035,1.06,1.02,,,2.11,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-906_b/,,,4.45,,,-0.09,[Fe/H],1.86
Kepler-907,Kepler-907 b,Transit,1,15.86621821,217.47,6106,1.08,1.38,,,1.2,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-907_b/,,,4.19,,,-0.15,[Fe/H],5.37
Kepler-908,Kepler-908 b,Transit,1,1.34059747,293.29,5973,1.11,1.12,,,1.22,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-908_b/,,,4.38,,,0.15,[Fe/H],3.02
Kepler-909,Kepler-909 b,Transit,1,13.93290318,312.38,6154,1.17,1.23,,,1.47,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-909_b/,,,4.33,,,0.08,[Fe/H],2.88
Kepler-91,Kepler-91 b,Transit,1,6.24658,1344.56,4550,1.31,6.3,2040,257.4423,15.323,2.496,2013,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-91_b/,,K3,2.95,,,0.11,[Fe/H],
Kepler-910,Kepler-910 b,Transit,1,2.36436901,404.88,6230,1.26,1.5,,,0.82,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-910_b/,,,4.19,,,0.12,[Fe/H],3.39
Kepler-911,Kepler-911 b,Transit,1,20.310501,565.08,6112,1.34,1.99,,,2.6,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-911_b/,,,3.97,,,0.03,[Fe/H],3.55
Kepler-912,Kepler-912 b,Transit,1,2.53475627,2122.13,5998,1.07,1.11,,,2.8,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-912_b/,,,4.37,,,0.02,[Fe/H],3.16
Kepler-913,Kepler-913 b,Transit,1,10.29672521,1019.26,4687,0.63,0.61,,,2.06,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-913_b/,,,4.67,,,-0.52,[Fe/H],5.62
Kepler-914,Kepler-914 b,Transit,1,4.40966548,770.44,5877,1.1,1.15,,,1.38,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-914_b/,,,4.36,,,0.22,[Fe/H],3.98
Kepler-915,Kepler-915 b,Transit,1,4.59489604,870.34,6173,1.21,1.38,,,1.5,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-915_b/,,,4.24,,,0.08,[Fe/H],3.39
Kepler-916,Kepler-916 b,Transit,1,32.2968798,850.86,5248,0.85,0.81,,,1.76,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-916_b/,,,4.56,,,-0.05,[Fe/H],4.79
Kepler-917,Kepler-917 b,Transit,1,2.97041437,3976.23,5418,0.8,0.76,,,1.91,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-917_b/,,,4.58,,,-0.38,[Fe/H],4.17
Kepler-918,Kepler-918 b,Transit,1,4.85386933,1055.16,6028,1.11,1.14,,,1.74,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-918_b/,,,4.37,,,0.06,[Fe/H],3.24
Kepler-919,Kepler-919 b,Transit,1,11.04603384,1155.94,6113,1.15,1.21,,,2.25,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-919_b/,,,4.33,,,0.07,[Fe/H],3.02
Kepler-92,Kepler-92 b,Transit,3,13.749,484.62,5883,,1.53,,64.3,3.51,,2013,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-92_b/,,,4.14,,,,,
Kepler-92,Kepler-92 c,Transit,3,26.723,484.62,5883,,1.53,,6.1,2.6,,2013,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-92_c/,,,4.14,,,,,
Kepler-92,Kepler-92 d,Transit,3,49.3568,484.62,5883,,1.53,,,2.067,,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-92_d/,,,4.14,,,,,
Kepler-920,Kepler-920 b,Transit,2,6.53192704,1031.12,5403,0.89,0.85,,,2.42,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-920_b/,,,4.54,,,0,[Fe/H],4.37
Kepler-920,Kepler-920 c,Transit,2,100.8274113,1031.12,5403,0.89,0.85,,,3.8,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-920_c/,,,4.54,,,0,[Fe/H],4.37
Kepler-921,Kepler-921 b,Transit,1,51.300634,960.22,5663,0.93,0.91,,,2.87,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-921_b/,,,4.5,,,-0.12,[Fe/H],4.27
Kepler-922,Kepler-922 b,Transit,1,0.93846683,544.76,5671,0.95,0.93,,,1.42,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-922_b/,,,4.48,,,-0.05,[Fe/H],4.37
Kepler-923,Kepler-923 b,Transit,1,6.93366476,1029.57,5988,1.11,1.26,,,1.38,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-923_b/,,,4.28,,,0.07,[Fe/H],4.68
Kepler-924,Kepler-924 b,Transit,1,61.0370117,1085.72,6167,1.14,1.23,,,3.07,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-924_b/,,,4.32,,,0.01,[Fe/H],3.09
Kepler-925,Kepler-925 b,Transit,1,33.8678531,621.59,4673,0.77,0.72,,,2.34,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-925_b/,,,4.62,,,0.12,[Fe/H],2.57
Kepler-926,Kepler-926 b,Transit,1,52.0688601,945.6,5806,1.01,1.01,,,2.31,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-926_b/,,,4.43,,,0.03,[Fe/H],4.37
Kepler-927,Kepler-927 b,Transit,1,9.1149903,852.01,5743,0.99,0.99,,,1.72,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-927_b/,,,4.45,,,0.03,[Fe/H],4.37
Kepler-928,Kepler-928 b,Transit,1,3.9324613,516.28,4700,0.73,0.7,,,1.59,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-928_b/,,,4.62,,,-0.11,[Fe/H],4.37
Kepler-929,Kepler-929 b,Transit,1,0.92103214,1361.74,5869,1.01,1.02,,,1.11,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-929_b/,,,4.42,,,-0.04,[Fe/H],3.47
Kepler-93,Kepler-93 b,Transit,2,4.72674,96.18,5669,1.09,0.98,,3.1783,1.569,12.5,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-93_b/,,,4.47,,1.65,-0.18,[Fe/H],
Kepler-93,Kepler-93 c,Radial Velocity,2,1460,96.18,5669,1.09,0.98,,954,,,2014,10 m Keck I Telescope,http://exoplanet.eu/catalog/Kepler-93_c/,,,4.47,,1.65,-0.18,[Fe/H],
Kepler-930,Kepler-930 b,Transit,1,71.4517775,869.53,6335,1.25,1.4,,,2.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-930_b/,,,4.24,,,0.04,[Fe/H],2.34
Kepler-931,Kepler-931 b,Transit,1,8.03755877,,5241,0.86,0.81,,,1.33,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-931_b/,,,4.55,,,-0.01,[Fe/H],4.68
Kepler-932,Kepler-932 b,Transit,1,1.9214374,471.92,5331,0.87,0.84,,,1.37,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-932_b/,,,4.54,,,-0.01,[Fe/H],4.68
Kepler-933,Kepler-933 b,Transit,1,14.20443009,1047.37,5346,0.87,0.84,,,2.46,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-933_b/,,,4.54,,,-0.02,[Fe/H],4.68
Kepler-934,Kepler-934 b,Transit,1,55.6738309,619.5,5001,0.81,0.77,,,2.09,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-934_b/,,,4.59,,,0.01,[Fe/H],4.47
